Order_ID,Order_Date,Customer_ID,Customer_City,Customer_State,Category,Sub_Category,Product_Name,Price,Quantity,Discount_Percentage,Payment_Method,Delivery_Type,Delivery_Days,Return_Status,Rating
F1432,2026-01-31,CUST307,Victoriafort,Kentucky,Fashion,Men Clothing,Foot,44016,1,6,COD,Standard,4,Yes,2
F1433,2025-12-05,CUST917,New Markshire,South Dakota,Home,Furniture,South,53504,3,16,Debit Card,Standard,5,Yes,2
F1434,2025-12-07,CUST206,Hornberg,Michigan,Beauty,Makeup,International,41445,4,17,COD,Express,6,No,3
F1435,2026-01-17,CUST780,Scottchester,Arizona,Electronics,Laptop,Least,2571,1,15,Credit Card,Express,7,No,5
F1436,2025-09-21,CUST170,Willieville,California,Beauty,Makeup,Series,34499,2,5,Debit Card,Express,5,No,1
F1437,2025-09-16,CUST176,Port James,Illinois,Fashion,Men Clothing,Realize,47893,3,26,UPI,Express,4,No,2
F1438,2025-09-04,CUST721,East Tina,Mississippi,Fashion,Men Clothing,Ground,42064,4,18,COD,Express,4,Yes,4
F1439,2025-12-11,CUST670,East Hannah,Kansas,Beauty,Makeup,Research,8337,1,5,UPI,Express,4,Yes,1
F1440,2025-09-22,CUST189,Crossshire,Missouri,Home,Kitchen,Other,39854,3,29,Credit Card,Standard,3,Yes,2
F1441,2026-02-15,CUST482,Carlsonbury,Rhode Island,Fashion,Men Clothing,Party,22180,2,28,UPI,Express,6,No,2
F1442,2026-02-09,CUST831,Julieville,Kentucky,Beauty,Makeup,Language,12226,5,6,EMI,Express,6,Yes,3
F1443,2025-12-04,CUST208,West Jacksonfurt,Hawaii,Grocery,Snacks,Almost,47397,2,6,COD,Standard,3,Yes,2
F1444,2026-01-25,CUST756,North Tracey,North Carolina,Grocery,Beverages,Cost,26610,2,16,Credit Card,Standard,7,Yes,4
F1445,2026-02-14,CUST956,Pamelaberg,New Hampshire,Beauty,Skincare,Must,20318,1,13,Debit Card,Standard,3,Yes,5
F1446,2025-11-24,CUST609,North Ashleyberg,North Carolina,Fashion,Men Clothing,Agree,20419,2,17,Credit Card,Standard,4,No,1
F1447,2026-01-25,CUST905,Lake Hollyside,Iowa,Beauty,Makeup,Development,8315,2,15,Credit Card,Express,4,No,5
F1448,2025-10-30,CUST692,West Franciscoborough,Florida,Beauty,Skincare,Sister,56939,4,23,Debit Card,Standard,4,Yes,4
F1449,2025-09-24,CUST482,New Sarachester,New Jersey,Home,Kitchen,Risk,6074,5,19,COD,Express,5,Yes,5
F1450,2025-09-11,CUST934,North Shawn,New Mexico,Electronics,Accessories,Set,51050,5,16,Debit Card,Express,6,Yes,2
F1451,2025-08-22,CUST604,Wilsonview,North Dakota,Electronics,Accessories,Now,30268,3,10,EMI,Express,5,No,5
F1452,2025-11-14,CUST154,Jenniferville,Oregon,Fashion,Women Clothing,Respond,33825,2,22,COD,Express,7,Yes,4
F1453,2025-08-28,CUST803,North Michaelshire,Wisconsin,Grocery,Beverages,Wind,12096,3,14,Debit Card,Standard,6,Yes,4
F1454,2025-08-29,CUST461,New Angelaville,Vermont,Beauty,Makeup,World,37030,1,21,Credit Card,Express,3,Yes,2
F1455,2025-09-11,CUST195,Paulport,New York,Fashion,Men Clothing,Sea,14262,3,16,Debit Card,Standard,6,Yes,5
F1456,2026-02-13,CUST993,Adamside,Wyoming,Fashion,Men Clothing,Still,12219,3,10,Debit Card,Standard,6,Yes,4
F1457,2026-02-08,CUST422,Greenland,Idaho,Beauty,Skincare,Direction,52830,1,14,Credit Card,Express,5,No,2
F1458,2025-09-05,CUST986,East Natashastad,Minnesota,Fashion,Women Clothing,Happy,20415,3,15,UPI,Standard,6,No,4
F1459,2026-02-05,CUST144,Alvarezmouth,California,Electronics,Accessories,Soldier,53690,5,9,EMI,Express,2,No,1
F1460,2025-12-26,CUST850,New Johnbury,Pennsylvania,Fashion,Men Clothing,Book,15688,1,14,COD,Standard,6,No,4
F1461,2025-10-31,CUST445,Lake Justinton,Texas,Electronics,Accessories,Cold,19771,5,25,EMI,Express,3,No,1
F1462,2026-01-04,CUST822,South Darrylhaven,Montana,Fashion,Women Clothing,Require,47747,2,30,COD,Standard,7,Yes,5
F1463,2026-02-13,CUST205,Gilberttown,Idaho,Electronics,Laptop,Ten,2902,3,24,COD,Express,5,No,5
F1464,2025-11-11,CUST303,Chambersburgh,Ohio,Beauty,Skincare,Music,36856,1,26,Credit Card,Standard,3,No,1
F1465,2025-10-06,CUST714,Erinport,Kansas,Home,Kitchen,Meeting,13743,1,15,EMI,Standard,6,No,5
F1466,2026-02-04,CUST802,South Pamela,Kansas,Beauty,Makeup,Risk,20726,3,9,Debit Card,Express,7,Yes,4
F1467,2025-10-03,CUST880,Thomasville,Missouri,Home,Kitchen,Increase,5021,2,15,Debit Card,Express,5,No,1
F1468,2025-10-14,CUST118,New Denise,Arizona,Fashion,Men Clothing,Middle,17200,5,8,COD,Express,7,No,2
F1469,2025-10-21,CUST327,Howardmouth,California,Fashion,Women Clothing,Save,31664,4,28,Credit Card,Standard,3,Yes,1
F1470,2026-01-05,CUST176,Hansenport,Georgia,Grocery,Beverages,Must,58151,1,28,Credit Card,Express,5,Yes,2
F1471,2025-12-20,CUST891,West Donaldbury,New York,Grocery,Beverages,Hot,12238,5,11,COD,Express,4,Yes,4
F1472,2025-08-24,CUST518,South Nancy,Indiana,Electronics,Laptop,Themselves,42576,2,27,COD,Standard,5,No,3
F1473,2026-02-16,CUST529,Port Rachael,Illinois,Fashion,Women Clothing,Kitchen,27693,1,5,COD,Express,6,No,2
F1474,2025-11-03,CUST222,South Anthony,Indiana,Home,Furniture,Probably,41246,5,26,Debit Card,Standard,6,Yes,4
F1475,2025-11-24,CUST863,South Brian,Alaska,Fashion,Men Clothing,Person,48858,3,13,UPI,Standard,7,No,1
F1476,2025-09-30,CUST914,Baldwinberg,New Hampshire,Electronics,Accessories,Nearly,55201,1,11,UPI,Express,4,Yes,1
F1477,2025-12-29,CUST161,Roblesland,Ohio,Grocery,Snacks,Front,41762,2,18,COD,Express,4,No,4
F1478,2025-12-08,CUST697,South Andreastad,Tennessee,Grocery,Beverages,Explain,8464,4,19,EMI,Express,7,Yes,1
F1479,2025-11-01,CUST736,New Michaelfort,Pennsylvania,Fashion,Women Clothing,Wonder,8708,4,10,Debit Card,Express,5,Yes,3
F1480,2025-10-21,CUST316,Lake Erikfort,Montana,Fashion,Men Clothing,Share,14762,1,15,EMI,Standard,7,No,2
F1481,2026-01-25,CUST446,Alanshire,Arizona,Home,Furniture,Sure,35228,3,20,COD,Standard,5,No,4
F1482,2025-09-13,CUST320,Port Ravenport,Oregon,Grocery,Snacks,Minute,36589,2,30,UPI,Standard,5,Yes,3
F1483,2026-01-01,CUST389,East Tylerside,Vermont,Home,Kitchen,Its,55289,5,17,UPI,Standard,6,No,2
F1484,2026-01-14,CUST172,Marcusside,New Hampshire,Electronics,Accessories,Subject,40364,2,26,Credit Card,Express,4,Yes,5
F1485,2026-01-10,CUST336,Lake Jennifer,Connecticut,Fashion,Men Clothing,Great,39846,2,29,Credit Card,Express,6,No,5
F1486,2025-08-29,CUST690,North Katherinefurt,Illinois,Home,Furniture,Billion,5989,4,26,Credit Card,Standard,6,Yes,1
F1487,2025-10-14,CUST848,Laurenmouth,Wisconsin,Fashion,Men Clothing,Word,34382,2,5,Credit Card,Express,7,No,1
F1488,2026-02-17,CUST570,West Davidchester,Florida,Fashion,Men Clothing,Pull,51540,3,13,Debit Card,Express,5,No,3
F1489,2025-10-02,CUST473,West Katherine,Montana,Grocery,Beverages,Computer,47437,1,28,Credit Card,Express,2,No,5
F1490,2025-10-28,CUST430,Port Prestonmouth,Nebraska,Fashion,Women Clothing,Teach,3019,2,27,Debit Card,Standard,5,No,2
F1491,2025-09-11,CUST200,Port Rachel,Alaska,Grocery,Beverages,Top,16812,5,26,UPI,Standard,4,No,5
F1492,2025-09-21,CUST958,Lake Diana,Alaska,Beauty,Makeup,Through,50650,2,18,COD,Express,5,Yes,5
F1493,2025-10-19,CUST597,South Jasonborough,Nevada,Beauty,Makeup,Draw,26008,4,15,EMI,Standard,5,Yes,2
F1494,2026-01-16,CUST621,Carlaview,Indiana,Fashion,Men Clothing,Doctor,36561,4,14,Credit Card,Standard,7,Yes,3
F1495,2025-11-11,CUST914,Port Laura,Idaho,Home,Furniture,Computer,48442,4,18,COD,Express,2,Yes,2
F1496,2026-02-19,CUST776,Webbstad,Hawaii,Fashion,Men Clothing,Woman,22991,1,10,COD,Standard,7,No,5
F1497,2025-11-29,CUST613,Comptonmouth,Nebraska,Grocery,Snacks,Road,57578,4,19,COD,Express,4,Yes,5
F1498,2025-11-09,CUST423,Scottview,Missouri,Home,Kitchen,Popular,35435,5,15,COD,Standard,7,Yes,5
F1499,2025-09-18,CUST276,Haletown,Delaware,Beauty,Makeup,Take,10148,3,21,Debit Card,Standard,4,No,3
F1500,2025-10-27,CUST575,Shawnhaven,Hawaii,Electronics,Mobile,Spring,22088,3,26,EMI,Standard,6,No,5
F1501,2025-11-03,CUST413,West Benjaminton,New Mexico,Beauty,Makeup,Blue,10887,3,16,UPI,Express,7,Yes,2
F1502,2025-12-26,CUST694,North Michealmouth,Kansas,Electronics,Mobile,Service,20785,1,13,EMI,Express,2,No,1
F1503,2025-10-06,CUST537,North Jeanview,Connecticut,Beauty,Makeup,Rest,4170,2,22,COD,Express,2,Yes,1
F1504,2025-12-08,CUST657,Ayalashire,Tennessee,Beauty,Skincare,Culture,40396,2,22,Debit Card,Express,3,No,2
F1505,2025-12-30,CUST352,Cynthiaview,Georgia,Electronics,Mobile,Far,15365,1,25,UPI,Express,3,Yes,4
F1506,2026-01-04,CUST671,East Aaron,Colorado,Electronics,Laptop,Production,37015,2,11,Debit Card,Express,4,Yes,4
F1507,2025-08-21,CUST323,Port Christineton,Georgia,Beauty,Makeup,Tree,4161,2,24,Debit Card,Standard,6,Yes,2
F1508,2025-10-07,CUST511,Stephensonview,Rhode Island,Grocery,Snacks,Easy,44126,3,15,Credit Card,Express,5,No,4
F1509,2025-10-25,CUST720,Port Lisaborough,Colorado,Grocery,Beverages,Three,50584,3,8,UPI,Express,5,Yes,3
F1510,2025-08-29,CUST293,Davidland,Pennsylvania,Home,Furniture,Fine,53091,4,24,COD,Express,5,Yes,4
F1511,2026-01-11,CUST236,Leonardmouth,Michigan,Home,Furniture,Start,45158,1,30,Credit Card,Express,2,No,4
F1512,2026-01-17,CUST171,Markberg,Mississippi,Fashion,Women Clothing,Very,5718,3,30,UPI,Express,5,No,4
F1513,2026-02-08,CUST839,Callahanfort,Wyoming,Grocery,Beverages,Laugh,17923,4,17,UPI,Express,6,No,1
F1514,2025-09-04,CUST123,North Kathleen,Wisconsin,Beauty,Skincare,Note,45626,5,30,Debit Card,Express,3,Yes,2
F1515,2026-02-14,CUST765,Lisaside,Idaho,Home,Furniture,Music,59268,2,6,COD,Express,3,Yes,4
F1516,2025-12-24,CUST894,New Larryville,Hawaii,Home,Furniture,Pm,25432,5,28,COD,Express,2,Yes,1
F1517,2025-08-25,CUST333,Micheleville,Alaska,Grocery,Beverages,Collection,56878,5,19,EMI,Express,7,No,2
F1518,2025-12-06,CUST343,North Jamesbury,Massachusetts,Grocery,Snacks,Particular,23182,3,22,Debit Card,Express,2,Yes,2
F1519,2026-01-24,CUST145,Yateschester,Idaho,Beauty,Makeup,Listen,53523,2,21,UPI,Standard,3,Yes,2
F1520,2025-11-29,CUST522,Port Caitlinburgh,Massachusetts,Grocery,Snacks,End,8943,1,19,Credit Card,Express,7,No,3
F1521,2026-01-16,CUST552,East Susanburgh,Idaho,Grocery,Beverages,South,22348,3,12,EMI,Express,2,Yes,1
F1522,2025-08-21,CUST603,Lake Tiffany,Iowa,Home,Kitchen,Thank,56553,2,6,EMI,Express,2,Yes,4
F1523,2026-01-17,CUST447,Thomashaven,Iowa,Fashion,Women Clothing,Off,4296,5,23,Debit Card,Standard,3,Yes,4
F1524,2025-12-02,CUST172,South Michael,South Dakota,Grocery,Beverages,Study,46217,1,23,COD,Express,4,Yes,4
F1525,2025-11-17,CUST474,Thompsonburgh,South Carolina,Grocery,Snacks,Security,49720,1,27,Credit Card,Standard,6,No,2
F1526,2025-09-21,CUST256,South Anthonyburgh,North Dakota,Beauty,Makeup,Challenge,30054,5,25,Credit Card,Express,4,No,1
F1527,2025-09-21,CUST921,Hardyland,Ohio,Grocery,Snacks,Candidate,17277,5,9,UPI,Standard,4,Yes,5
F1528,2025-11-22,CUST343,East Justintown,Maine,Electronics,Mobile,Analysis,8973,1,15,EMI,Standard,4,No,5
F1529,2025-10-12,CUST173,South Johnport,Ohio,Grocery,Beverages,Let,7609,1,12,UPI,Express,5,Yes,5
F1530,2025-08-27,CUST169,Antonioberg,Ohio,Beauty,Makeup,Win,19357,2,21,EMI,Express,4,No,5
F1531,2025-12-28,CUST898,Lake Natalie,Texas,Home,Kitchen,Court,48699,1,29,Debit Card,Standard,3,No,3
F1532,2026-01-15,CUST396,Foxton,Texas,Electronics,Laptop,Off,15725,1,27,COD,Standard,3,Yes,1
F1533,2026-01-11,CUST335,Mendezview,North Dakota,Grocery,Beverages,News,59469,1,27,Credit Card,Express,2,Yes,1
F1534,2025-12-20,CUST826,Tinamouth,Florida,Grocery,Snacks,National,39862,5,10,COD,Standard,5,Yes,5
F1535,2025-11-25,CUST645,Jamesport,Montana,Electronics,Accessories,Number,18802,3,17,UPI,Standard,2,No,1
F1536,2026-01-23,CUST948,West Steven,Vermont,Fashion,Men Clothing,Before,15010,5,13,UPI,Express,3,No,1
F1537,2025-09-03,CUST650,North Leahshire,Kentucky,Electronics,Laptop,Western,59512,5,5,Debit Card,Express,7,Yes,1
F1538,2026-02-17,CUST213,South Frankmouth,Mississippi,Electronics,Mobile,Myself,2645,4,23,Debit Card,Express,4,No,1
F1539,2025-11-26,CUST594,Simonhaven,California,Home,Furniture,Truth,28755,2,21,EMI,Standard,5,Yes,1
F1540,2026-01-24,CUST720,East Christopherborough,Kansas,Grocery,Snacks,Middle,44025,5,27,EMI,Standard,2,No,1
F1541,2025-09-02,CUST977,Jonesburgh,Wyoming,Home,Kitchen,Many,11654,5,25,Credit Card,Express,3,Yes,4
F1542,2025-12-10,CUST111,Anneland,Nebraska,Grocery,Snacks,We,8385,2,15,COD,Express,7,No,2
F1543,2025-09-27,CUST988,Brooksfort,Nevada,Home,Furniture,Learn,47348,5,20,Credit Card,Express,5,Yes,3
F1544,2026-01-16,CUST708,North Melissabury,Montana,Home,Furniture,Fight,37648,4,25,Credit Card,Express,2,No,1
F1545,2025-10-14,CUST283,Cameronton,Oregon,Fashion,Men Clothing,Method,40943,1,19,UPI,Standard,5,Yes,4
F1546,2025-10-26,CUST180,Kennedyton,Massachusetts,Grocery,Snacks,Whom,2489,3,6,Credit Card,Express,6,Yes,2
F1547,2025-10-01,CUST169,North Patrickville,Wisconsin,Home,Furniture,Note,35744,2,21,EMI,Express,6,No,1
F1548,2025-10-11,CUST556,West Mikemouth,Wyoming,Beauty,Skincare,Seven,47503,4,17,Credit Card,Express,3,No,5
F1549,2025-10-19,CUST554,Kellyburgh,New Hampshire,Home,Kitchen,Poor,45467,2,15,Credit Card,Express,6,Yes,4
F1550,2025-12-24,CUST615,Elizabethside,New Hampshire,Electronics,Laptop,Trip,54050,2,6,COD,Standard,7,Yes,3
F1551,2025-12-26,CUST357,Port Donaldberg,Illinois,Fashion,Women Clothing,Conference,47817,5,9,UPI,Standard,5,Yes,3
F1552,2025-12-08,CUST474,New Jenniferfort,South Dakota,Beauty,Makeup,Seven,46937,4,12,Credit Card,Standard,2,No,2
F1553,2025-09-16,CUST654,South Omar,Virginia,Fashion,Women Clothing,Concern,22074,2,24,COD,Express,3,No,4
F1554,2025-12-22,CUST652,Gilbertland,Louisiana,Electronics,Mobile,Set,38720,4,9,Credit Card,Standard,7,No,5
F1555,2025-09-30,CUST231,East Rebeccaport,Delaware,Home,Furniture,Born,28548,3,10,UPI,Express,3,No,4
F1556,2025-11-21,CUST343,Nicolestad,Minnesota,Beauty,Skincare,Traditional,24389,2,9,EMI,Standard,6,No,1
F1557,2025-08-31,CUST250,Davischester,Louisiana,Home,Kitchen,Its,6152,1,9,Credit Card,Standard,3,Yes,2
F1558,2025-09-01,CUST490,West Jimmychester,Alabama,Grocery,Beverages,Him,24688,2,7,Debit Card,Express,5,Yes,2
F1559,2026-01-03,CUST720,New Elizabeth,Rhode Island,Electronics,Mobile,Paper,22556,4,16,Debit Card,Standard,7,Yes,2
F1560,2026-01-31,CUST353,Christinefurt,Vermont,Home,Kitchen,Allow,381,4,21,EMI,Express,4,No,3
F1561,2026-01-22,CUST992,Kennethside,New Jersey,Grocery,Beverages,Us,6412,1,10,COD,Express,2,No,3
F1562,2025-11-17,CUST220,Brewerstad,Louisiana,Beauty,Skincare,Energy,21629,5,12,EMI,Standard,6,Yes,2
F1563,2025-12-17,CUST662,West Tinaburgh,Nevada,Grocery,Beverages,Senior,45706,5,27,COD,Standard,3,Yes,2
F1564,2025-11-24,CUST405,West Jessicafurt,North Carolina,Electronics,Laptop,Another,46296,4,10,Credit Card,Express,4,No,2
F1565,2026-01-25,CUST198,Lake Laceyfort,Delaware,Grocery,Beverages,Consumer,49132,3,8,Debit Card,Standard,5,No,4
F1566,2025-12-27,CUST232,Pattersonside,Georgia,Home,Furniture,While,10233,2,16,UPI,Standard,4,Yes,2
F1567,2025-12-29,CUST335,New Kimberlytown,Alabama,Beauty,Makeup,New,58928,5,11,COD,Standard,5,No,2
F1568,2025-11-11,CUST670,East Michelle,Colorado,Electronics,Mobile,While,17921,2,14,EMI,Express,4,Yes,5
F1569,2025-10-27,CUST658,West Lisatown,Arkansas,Electronics,Laptop,Hope,14521,1,15,Debit Card,Express,5,Yes,1
F1570,2025-11-16,CUST547,Barbaraville,Pennsylvania,Home,Kitchen,Simple,45633,2,28,Debit Card,Standard,6,No,1
F1571,2025-10-08,CUST209,Lake Kathleenbury,Montana,Fashion,Women Clothing,Daughter,23189,1,26,COD,Express,2,Yes,3
F1572,2025-12-04,CUST564,Amyborough,Virginia,Electronics,Mobile,Test,57932,2,5,UPI,Standard,4,No,5
F1573,2026-02-04,CUST667,Ethanmouth,Montana,Grocery,Snacks,Religious,34731,2,17,Credit Card,Express,6,Yes,1
F1574,2025-11-26,CUST230,Lake Peter,Oklahoma,Electronics,Laptop,Production,10692,1,26,COD,Standard,7,No,5
F1575,2026-01-06,CUST498,Port Kelly,New Hampshire,Electronics,Laptop,Relate,18422,5,24,UPI,Standard,2,Yes,3
F1576,2025-10-06,CUST101,South Timothystad,Tennessee,Fashion,Men Clothing,Because,20513,2,17,Debit Card,Standard,3,No,5
F1577,2025-11-24,CUST468,Deborahton,North Dakota,Grocery,Beverages,For,55543,5,8,EMI,Standard,7,No,5
F1578,2026-01-09,CUST262,Amandafort,Arkansas,Grocery,Snacks,Personal,54875,3,6,UPI,Express,3,Yes,5
F1579,2025-12-22,CUST862,Heathside,Maine,Beauty,Makeup,Pull,13193,5,19,Credit Card,Standard,2,No,2
F1580,2026-01-16,CUST941,Zunigatown,New Hampshire,Beauty,Skincare,Down,30902,4,17,Credit Card,Standard,5,Yes,4
F1581,2025-10-10,CUST795,New Carolynstad,Vermont,Fashion,Women Clothing,Middle,48154,3,15,UPI,Standard,4,No,5
F1582,2025-09-21,CUST286,Lake Sharon,Florida,Beauty,Makeup,Task,42685,2,9,COD,Express,7,Yes,4
F1583,2025-11-17,CUST943,Sanchezhaven,Colorado,Home,Furniture,Third,41300,5,23,Credit Card,Standard,7,No,4
F1584,2025-11-04,CUST713,Elizabethland,Michigan,Home,Kitchen,Out,51566,2,14,UPI,Express,5,Yes,4
F1585,2025-10-03,CUST829,East Dianafurt,Louisiana,Electronics,Accessories,Environment,5874,2,28,Credit Card,Standard,2,Yes,5
F1586,2025-11-15,CUST690,Acostaberg,Washington,Home,Kitchen,Just,42601,5,25,UPI,Standard,5,No,5
F1587,2025-12-26,CUST813,New Jeffrey,Wyoming,Grocery,Beverages,Hospital,9057,2,5,COD,Express,5,Yes,2
F1588,2026-02-16,CUST855,Philliphaven,South Dakota,Fashion,Women Clothing,Attorney,47545,4,26,EMI,Standard,5,Yes,2
F1589,2025-12-19,CUST171,Andersonborough,Arizona,Beauty,Makeup,Defense,24999,3,8,UPI,Standard,4,No,2
F1590,2025-08-24,CUST285,Christopherchester,Tennessee,Fashion,Men Clothing,Reflect,22417,1,25,Credit Card,Express,6,No,2
F1591,2025-10-24,CUST996,Kristenhaven,Oregon,Electronics,Laptop,Act,33023,4,20,EMI,Express,5,No,5
F1592,2025-10-17,CUST714,Williamtown,North Carolina,Electronics,Laptop,Seem,22030,3,18,UPI,Express,7,Yes,2
F1593,2025-12-10,CUST785,Lake Joshua,Rhode Island,Beauty,Skincare,Report,18927,3,30,UPI,Standard,7,No,1
F1594,2025-11-05,CUST380,West Jose,Maine,Beauty,Skincare,Quality,53025,2,8,UPI,Express,5,Yes,2
F1595,2025-11-01,CUST958,Victoriaborough,South Carolina,Grocery,Snacks,Total,7314,1,18,EMI,Express,2,No,3
F1596,2026-01-24,CUST468,New Joshuaton,Colorado,Grocery,Beverages,Great,437,5,30,Debit Card,Standard,7,No,3
F1597,2025-10-30,CUST536,Perkinsmouth,Kentucky,Beauty,Makeup,Hour,45711,1,9,Credit Card,Express,5,No,3
F1598,2025-09-27,CUST686,Elizabethland,Minnesota,Fashion,Men Clothing,Rate,51608,2,23,UPI,Express,3,Yes,3
F1599,2025-09-03,CUST780,West Carol,New Jersey,Home,Furniture,Open,6979,5,8,COD,Express,2,Yes,5
F1600,2025-11-03,CUST778,Christinafort,Nebraska,Home,Furniture,Yes,4404,1,26,Debit Card,Standard,2,No,5
F1601,2025-12-07,CUST386,Ortizhaven,Utah,Grocery,Beverages,Where,21604,2,7,COD,Standard,4,Yes,1
F1602,2025-10-12,CUST887,Port Kimberlyburgh,North Carolina,Grocery,Beverages,Hear,41031,4,20,EMI,Express,3,No,2
F1603,2026-02-07,CUST945,New Daniel,California,Fashion,Men Clothing,Night,39908,5,29,Debit Card,Express,2,No,3
F1604,2025-10-09,CUST905,Snowfurt,Maine,Fashion,Men Clothing,Fine,52093,5,28,UPI,Standard,6,Yes,5
F1605,2026-01-26,CUST890,Lake Raymond,Pennsylvania,Electronics,Mobile,Party,286,4,26,UPI,Express,3,Yes,5
F1606,2025-11-21,CUST422,Debrashire,New York,Home,Furniture,Way,57300,5,24,EMI,Standard,6,Yes,5
F1607,2025-12-22,CUST346,Leeborough,Missouri,Electronics,Mobile,Manager,40315,1,16,COD,Standard,3,No,1
F1608,2025-11-03,CUST388,East Brittany,Alabama,Home,Kitchen,Degree,23450,2,19,COD,Standard,6,Yes,3
F1609,2025-12-25,CUST260,South Karen,California,Beauty,Skincare,Deal,9382,3,28,Debit Card,Express,7,Yes,3
F1610,2026-01-18,CUST519,Erichaven,Kentucky,Home,Furniture,Movement,26414,5,9,COD,Standard,7,No,1
F1611,2025-09-07,CUST957,South Susanland,New Mexico,Electronics,Accessories,Section,46275,2,6,EMI,Standard,7,No,5
F1612,2025-11-12,CUST787,Hannahchester,South Carolina,Grocery,Beverages,Claim,14215,2,24,Credit Card,Standard,2,No,3
F1613,2025-12-24,CUST310,Thomasburgh,Hawaii,Fashion,Women Clothing,National,50706,2,12,UPI,Express,5,No,5
F1614,2026-02-08,CUST155,East Jessica,Utah,Fashion,Women Clothing,Story,39752,2,14,UPI,Standard,3,Yes,3
F1615,2026-02-05,CUST651,East Scott,Wisconsin,Home,Furniture,Author,50080,4,24,Debit Card,Express,5,No,2
F1616,2025-09-17,CUST240,Boonestad,Florida,Grocery,Snacks,Soldier,56585,2,27,EMI,Standard,7,Yes,4
F1617,2026-01-02,CUST279,Port Jerry,Delaware,Electronics,Accessories,Friend,17728,4,5,UPI,Express,3,Yes,3
F1618,2025-11-26,CUST761,Mitchellhaven,South Dakota,Home,Furniture,Production,44984,3,5,Debit Card,Standard,5,No,2
F1619,2025-08-30,CUST323,New Brianhaven,Rhode Island,Fashion,Men Clothing,Health,21739,2,6,Credit Card,Standard,2,No,2
F1620,2025-11-12,CUST212,Erinmouth,Rhode Island,Electronics,Accessories,Book,28228,3,5,EMI,Express,5,Yes,1
F1621,2025-09-09,CUST362,West Nicholas,Texas,Beauty,Makeup,Boy,3232,5,15,Debit Card,Express,7,No,4
F1622,2025-10-05,CUST699,Port Julie,Nebraska,Grocery,Snacks,Matter,10515,3,10,COD,Standard,3,No,1
F1623,2025-09-16,CUST787,Gregorymouth,Idaho,Grocery,Snacks,Pm,46052,1,9,EMI,Express,2,No,4
F1624,2025-09-18,CUST580,Williamsside,Nevada,Home,Furniture,Fish,1022,5,29,Debit Card,Standard,6,Yes,5
F1625,2025-11-30,CUST320,Raymondland,Arkansas,Grocery,Snacks,Try,24138,2,27,EMI,Standard,3,Yes,4
F1626,2025-10-05,CUST114,New Bryantown,Indiana,Home,Kitchen,Late,5146,5,21,UPI,Standard,7,No,5
F1627,2026-01-21,CUST901,Gonzalezton,Tennessee,Fashion,Women Clothing,Major,22126,4,8,EMI,Express,4,Yes,2
F1628,2025-10-03,CUST948,Hollybury,New Mexico,Electronics,Laptop,Expect,10865,1,12,Credit Card,Standard,5,Yes,5
F1629,2025-10-19,CUST526,North Jonathanchester,Arkansas,Electronics,Laptop,Color,38437,5,13,EMI,Express,3,No,5
F1630,2025-12-12,CUST753,Lake Mackenzie,Vermont,Beauty,Skincare,How,24455,5,5,COD,Standard,3,No,5
F1631,2025-11-21,CUST246,Kelleyton,Maryland,Fashion,Men Clothing,Six,26373,5,17,COD,Express,6,Yes,1
F1632,2025-10-21,CUST498,East Coreyshire,Utah,Fashion,Men Clothing,Important,35167,5,17,COD,Standard,3,Yes,5
F1633,2025-08-23,CUST777,Robinsonport,Hawaii,Beauty,Skincare,Crime,49714,5,28,COD,Standard,4,Yes,1
F1634,2025-11-22,CUST610,Brucechester,North Dakota,Grocery,Snacks,Science,41435,4,18,EMI,Express,3,No,5
F1635,2025-10-12,CUST765,New Michael,Arkansas,Grocery,Snacks,Perhaps,55208,4,18,UPI,Express,5,Yes,2
F1636,2025-08-21,CUST297,Stephanieton,Colorado,Home,Furniture,Official,19048,2,24,Debit Card,Standard,6,No,3
F1637,2025-09-03,CUST140,South Donald,Wyoming,Grocery,Snacks,Stage,51810,4,21,EMI,Express,2,No,5
F1638,2025-08-22,CUST235,Brooksborough,New Mexico,Home,Kitchen,That,23405,2,19,EMI,Express,5,No,5
F1639,2025-11-22,CUST190,Carolynstad,Michigan,Beauty,Skincare,Play,26668,2,21,UPI,Express,7,Yes,3
F1640,2025-10-06,CUST501,Brittneyfurt,Hawaii,Electronics,Laptop,Would,5184,3,27,Credit Card,Express,7,Yes,5
F1641,2025-08-23,CUST475,Barnesland,Illinois,Home,Kitchen,Like,14457,1,25,UPI,Express,3,No,3
F1642,2025-11-11,CUST860,Youngton,Mississippi,Beauty,Makeup,House,59135,5,7,COD,Express,2,No,4
F1643,2025-10-27,CUST657,Kylebury,Tennessee,Fashion,Women Clothing,Strong,24099,3,18,EMI,Standard,3,Yes,3
F1644,2025-12-23,CUST150,West Dominique,West Virginia,Fashion,Women Clothing,Cultural,33318,5,18,Credit Card,Express,6,Yes,1
F1645,2026-01-17,CUST553,Castanedamouth,Massachusetts,Electronics,Laptop,Thousand,39181,1,30,EMI,Express,3,No,3
F1646,2025-10-11,CUST378,Nancyhaven,California,Electronics,Laptop,Cover,32785,1,14,EMI,Standard,3,Yes,3
F1647,2025-12-14,CUST513,Chadstad,Idaho,Beauty,Skincare,Message,18431,5,9,COD,Standard,5,Yes,3
